,Tweets,Numeric Labels,Label
2929,چجوری مادرن فمیلی به نظرتون بهترینننن سیتکام دنیا نیست؟ پ.ن: اگه با منشن «چون نیست» جواب‌مو بدین دشنه بر قلبم کردین.,1,Sad
2930,من هر موقع پارسا پیرهن/تیشرت سفید می‌پوشه: ترای نات توو ضعف.,4,Intense Emotions
2931,"یه لحظه برگشتم نگاه کردم، دیدم کل زندگی‌م رو دوییدم دنبال کلکسیون کردنِ ‘افتخارات’.",1,Sad
2932,بچه‌ها شما جدی با تاریخا اوکیین و کاملاً این قضیه رو هضم کردین که ۲۰۲۳ و ۱۴۰۲ رو داریم سپری می‌کنیم؟ یعنی یه جایی بخواین تاریخ بنویسین سریعاً این دو تا عدد میاد توو ذهن‌تون؟,1,Sad
2933,این یارو که عکسش تو کارت‌ملی‌مه شبیه بدبختیامه.,1,Sad
2934,از وقتی یه کم پیگیر اخبار شدم به هر نحوی سعی می‌کنم گفتوگو رو ببرم سمت اونایی که بلدم. قشنگ جویی شدم که می‌گفت درباره‌ی volcano صحبت کنیم. :))),0,Happy
2935,"کمالگرای درونم ویار کرده. برم چندتا هدف غیرقابل وصول انتخاب کنم، خودمو آزار بدم.",1,Sad
2936,اینجوری که من داره خوابم نمی‌بره کم‌کم دارم به این فکر میفتم که پاشم قهوه‌ی صبح‌مو بخورم و همینو برم برای روز جدیدم.🤷🏼‍♀️,0,Happy
2937,یعنی توی سوئد حتی توحش هم متمدنانه ست. یه ماهه دارن مجوز می‌گیرن که قرآن آتیش بزنن :))),0,Happy
2938,از جمله “اینو دیدم یاد تو افتادم.” خوشم میاد.,4,Intense Emotions
2939,"نولان گفته برای فیلم‌برداری oppenheimer از سری imax استفاده شده تا اینجوری، موقع دیدنش توی سینما حس واقعی‌تری به مخاطب منتقل بشه و لحظه‌ی انفجار هولوکاست انگار یه تجربه‌ی واقعیه که حتی از جلوه‌های ویژه‌ هم براش استفاده نشده. منی که می‌خواستم سه ماه دیگه توو لپ‌تاپ ببینمش: 🤡🤡",0,Happy
2940,"یکی از عجیب ترین حس‌ها اونجاییه که پیش خودت فکر میکنی ""چقدر دلم واسه این لحظه تنگ میشه "" در حالی که هنوز تموم نشده",1,Sad
2941,قدرت پی‌ام‌اس اینجوریه که توی گفتوگو نه تنها اتمسفر خنثی نیست بلکه کاملاً بار عاطفی مثبت حاکمه ولی تو اینجوری‌ای که “هیشکی منو دوست نداره” و گریه.,1,Sad
2942,اورتینک اینجوریه که اگه باهام حرف نزنی خودم تو سرم دیالوگ میسازم و از زبون تو اجرا میکنم که اکثرا به این نتیجه میرسه که دوسم نداری.,1,Sad
2943,ریپلای اینستا یه جوری همه‌مونو به وجد آورده که ببین اگه اتفاقای واقعاً خفن بیافته دیگه چقدر توو کون‌مون عروسی می‌شه. :)),0,Happy
2944,جدی شما روزی ۶۰۰ تا توییت می‌خوندین که الان همه کوچ کردن threads؟,3,Neutral
2945,نام‌ اثر: بعد کنکور. :))),0,Happy
2946,بقیشون رو مخ بودن,2,Angry
2947,می‌خوام این ماه تمام تلاشمو بکنم که برای پایان مرداد حداقل ۴ تا عکس که مال یه روز نباشه داشته باشم.,0,Happy
2948,یک سیگار با کیفیت و نیکوتین پایین دوستدار معده و ترجیحا اسلیم و نه خیلی گرون بهم معرفی کنین.,3,Neutral
2949,من چسیم خیلی بالا بود متاسفانه از ی جا به بعد دیدم نمیصرفه کلا😂,0,Happy
2950,آره الان که اصلا:))))),0,Happy
2951,پشمام. چقدر این ترم سه شنبه تعطیلی داریم. عالی واقعا,0,Happy
2952,امروز عمیقا خوشحال بودم و باورم نمیشه 🤭,0,Happy
2953,شما ندیدی ولی حتی صف سفینه‌ی شهربازی اراک,0,Happy
2954,شهربازی مینی سیتی اومده بودی تاحالا؟ شبیه رویا بود,0,Happy
2955,دنیای آدم‌بزرگا خیلی زشت و اخموعه.,1,Sad
2956,واقعا کودک نبودن جالب نیست.,1,Sad
2957,حسین جون نه تنها ادایی هستی بلکه بی شعور و گاوم هستی,2,Angry
2958,چقدر خنده‌م گرفت از این ویدئو 😂😂,0,Happy
2959,ذوق دیدن عمو,4,Intense Emotions
2960,قالیچه پرنده می‌خوام.,4,Intense Emotions
2961,ایرانی جماعت توی خواب هم بدبخته.,1,Sad
2962,من چجوری دلم بیاد برم بیرون خب🫠😫,1,Sad
2963,"واقعا خدا پدر و مادر مبتکر ایده لایک کردن استوری رو بیامرزه. آسون‌ترین و کم‌هزینه‌ترین راهه برای اینکه به طرف بگی درسته ریپلای نمی‌زنم و واکنش خاصی ندارم، ولی خودت و استوری‌هات برام بی‌اهمیت نیستن و من یک هیولای ignorant نیستم در مواجهه با اتفاقاتی که برات افتاده.",0,Happy
2964,انگیزه رونالدو تو ۳۶ سالگی واسه گل زدن >>> انگیزه من تو ۲۱-۲۲ سالگی واسه درس خوندن,3,Neutral
2965,با این شرایط و اوضاع CW کم کم داره به WC تبدیل میشه,3,Neutral
2966,"واقعا این دخترایی که تا یه پسر تو چت بهشون قلب میده، فکر می‌کنن داره درخواست رابطه می‌کنه، خیلی بچه‌ان و ساده‌انگارانه فکر می‌کنن. بنده خدا رابطه ما از اون لحظه‌ای که برای اولین بار با هم صحبت می‌کنیم، شروع میشه.",3,Neutral
2967,هی ریجکت میاد پشت ریجکت.,3,Neutral
2968,یهو به خودت میای می‌بینی ۱۵ تا ویدیو مجموعاً از همه درسا عقبی.,1,Sad
2969,"خطرناک‌ترین انسان روی کره زمین، کسیه که یه ذره روان‌شناسی خونده. چون فکر می‌کنه با همون یه ذره، دیگه همه چیو می‌دونه و می‌تونه برای همه نسخه بپیچه.",1,Sad
2970,از سی متنفرم. همینطور از پایتون و جاوا و سی‌پلاس‌پلاس و سایر زبان‌های برنامه‌نویسی.,1,Sad
2971,وقتی دیر واریز میشه:,3,Neutral
2972,داشتم با یه فرد آمریکایی شطرنج بازی می‌کردم. حواسش نبود یه موقعیت داد وزیرشو بزنم. بعد بهم پیام داد که من دستم خورد اینجوری شد و اینا. منم گفتم عیب نداره نمیزنم وزیرتو‌. پشمام ریخت گفت چقدر ایرانیا مهربونن. تو برای اعتلای آبروی ملی چه کردی هم‌وطن؟😌,0,Happy
2973,"ببینید عزیزان اگه حتما می‌خواید برید پیش کسی غر بزنید، توش سلسله مراتب رو رعایت کنین لااقل. مثلا چمیدونم کسی که نمره‌اش ۱۸ شده نباید بره پیش کسی که ۱۶ شده غر بزنه، یا کسی که مثلا ماهی ۲۰ تومن درمیاره، نباید بره پیش کسی که ۲ تومن در میاره غر بزنه. تشکر از توجه شما.",1,Sad
2974,وقتی با بابام اخبار می‌بینم:,3,Neutral
2975,برگرفته از یک داستان واقعی,3,Neutral
2976,میدونید چرا غم این جمعه نسبت به جمعه‌های قبلی کمتره؟ آفرین چون یکشنبه تعطیله.,3,Neutral
2977,دوستان ببخشید من خیلی وقته نبودم تو توئیتر و الان برگشتم. هنوزم قوانینش مثل قبله؟ یعنی اگه دختری توئیتمون رو لایک کنه رومون کراش داره؟,3,Neutral
2978,وقتی دوباره میای داده‌های training رو میدی به مدل به عنوان داده تست:,3,Neutral
2979,دوستان دقت کنید منظورش حتی کوروش کبیر هم نیست.,3,Neutral
2980,وقتی گناهکارا رو می‌برن جهنم:,3,Neutral
2981,استاد داشت تو ارائه wss می‌گفت بچه‌ها زودتر ریسرچ رو شروع کنین و نذارین برای ترم‌های آخر. من در ترم ۸ در حال گوش دادن به ارائه‌اش:,1,Sad
2982,وقتی دوستم بهم میگه چجوری این همه درسو تو دوران عید ببندیم:,3,Neutral
2983,"تو دنیایی که همه ۲۰ واحد برمیدارن، تو ۱۴ واحد بردار",3,Neutral
2984,"تا اینجا مفید‌ترین مهارتی که دانشگاه بهم یاد داده، مهارت سرچ کردنه.",0,Happy
2985,سرچ شب‌های نزدیک به امتحان:,3,Neutral
2986,"با هر نوتیف لایک که بیاد، یه اسلاید می‌خونم برای امتحان امروزم. کم‌کاری نکنید که من درسو نیفتم لطفا.",1,Sad
2987,اینترنشیپ و بعد استادای اون ور هم طبیعتا انتخابشون کسی میشه که هم اینترشیپ رفته هم مقاله داده و فلان و اینا. حس می‌کنم خودمون داریم شرایط و qualification های اپلای رو برای خودمون سخت‌تر می‌کنیم.,1,Sad
2988,"اگه می‌گفت بهرامِ گور، paste می‌کردی؟🤣🤣🤣",0,Happy
2989,پشمام. جدی جدی رئیس شد. باید برم از مامانم چادرشو قرض بگیرم فکر کنم.,4,Intense Emotions
2990,به یه استاده گفتم کی می‌تونم بیام تو لبتون؟ گفت همین‌جوری نمیشه باید به هم محرم شیم🤣🤣🤣,0,Happy
2991,ممنون داش. یهو دایرکتم پر از دختر شد,4,Intense Emotions
2992,آیلتس ۹ شدم. قسمت writing هم بهم ۹ داده😍😍😍😍😍,4,Intense Emotions
2993,جواب منفی گرفتن >>> ایگنور شدن,1,Sad
2994,"من تا قیامت هر عکسی از این انیمیشن ببینم، تنها چیزی که به ذهنم میاد، ""بیا بِخوورششش، بیااااا"" است متاسفانه=)))))",0,Happy
2995,"در حملات آخری که به مایکروسافت داشتم، تونستم به کد قسمت toubleshooting ویندوز دست پیدا کنم. به اشتراک میذارم همه استفاده کنن.",3,Neutral
2996,کشی که میخواستم داشته باشم Vs کشی که الان درگیرشم,3,Neutral
2997,"تو دعوای بین میم شیمی و اقتصاد، من حاج قاسم رو انتخاب می‌کنم",3,Neutral
2998,"خدا شاهده تا قبل از اینکه این بابا بخواد بارم‌بندی رو سر اینکه دانشجوها از chatgpt استفاده می‌کنن عوض کنه، نمی‌خواستم اصن از chatgpt استفاده کنم. ولی از وقتی که به این بهانه این کارو کرده، همش دارم سوالای درسشو میدم chatgpt حل کنه.",3,Neutral
2999,عید فطر تنها عید اسلامه که مسلمون و غیرمسلمون از رسیدنش خوشحال میشه.,0,Happy
3000,اولین مشکل خانواده ایرانی وقتی وارد خونه من شدن. دمپایی دستشوییت کو؟  عزیزم کف دستشویی من از اتاق تمیزتر و خشک تره. هیچکی دمپایی جدا نداره واسه دستشویی:)),0,Happy
3001,اینو امروز وقتی تو ترافیک گیر کرده بودم گرفتم💙,4,Intense Emotions
3002,یکی از بهترین حس های دنیا اینه از حموم بیای و ساعتها با حوله رو تخت لش کنی.,0,Happy
3003,اینو دیشب نوشتم قبل خواب دیدم فرستاده نشده :) اولین شبی تو زندگی بعد مهاجرتمه که دارم با ارامش کامل میخوابم. خانوادم کنارمن. نگران نیستم فردا نتونم باهاشون تماس بگیرم. نگران نیستم صبح پاشم اتفاق عجیبی افتاده باشه ایران. همه کنارمن. اروم خوابیدن. خدایا شکرت♥️,0,Happy
3004,من بعد اون بریک اپ هنوزم وقتی یه دختر خوشگل میبینم تو تیک تاک یا اینستا قلبم میریزه چون استرس میگیرم نکنه بره با یکی مثل اینا. قشنگ گند خورده تو حس self worth بنده. چون این حسو مدت زیادی از تحسین اون گرفتم و هنوز بهش اون حس تملک رو دارم. سگ تو روابط حقیقتا.,4,Intense Emotions
3005,بهترین قسمت زندگی تنهایی اینه همیشه میتونی لخت تو خونه بگردی.,0,Happy
3006,میتونید تا حد خوبی کنترل کنید سلامتتون رو و بالاخره ظاهرتون(نسبت به خودتون) سالمتر به نظر میرسه ولی نباید خودتون یا بقیه رو با مدل سایز ۰۰ مقایسه کنید چون این ممکنه باعث شه کلا تغذیه و ورزش خوب رو بذارید کنار! این که بگیم همه بدنها نرمالن نباید باعث شه عدم تغذیه مناسب نرمال شه,3,Neutral
3007,لحظه ای که بهت میگن تزت قبول شد و پاس شدی😂🎉 و خودت تعجب میکنی مرسی بابت ثبت این لحظه❤️,4,Intense Emotions
3008,تا من باشم دیگه جواب no caller id ندم! لعنت به جمهوری اسلامی #مهسا_امینی,2,Angry
3009,اخرین بار که قلبم اینجوری فیزیکی درد میکرد شبی بود که هواپیمای اوکراینی رو زدید. انتقام میگیریم ازتون.  #دانشگاه_شریف #مهسا_امینی,2,Angry
3010,دلیل این که هفته ای ۲ بار روی عضلات بک کار میکنم اینه:,3,Neutral
3011,اخوند کاری میکنه با ادم که کسی حاضر میشه بره البرتا تو منفی ۳۰ زندگی کنه.,1,Sad
3012,نشستم با دقت ۲۰ تا عکس خوب فرستادم برای مامانم و تهش از خواب بیدار شدم دیدم بهم اینو گفته:,1,Sad
3013,"اینستا شما هم همش عروسیه، توییتر ویزا همه داره میاد، لینکدین همه شغل جدید میگیرن یا من تایم لاینام مشکل داره؟",3,Neutral
3014,میدونی حداقل هزینه زندگی تو تورنتو چقدره؟ ماهی ۴۵۰۰ تا.  هرکی گفت پول مهم نیست از طرف من بزنید تو دهنش چون با حقوق میانگین دیگه تو شهرهای بزرگ نمیشه زندگی کرد.,2,Angry
3015,چون درصد عضله خیلی بالاتر رفته! پس اولا سلامت و longevity رو هدف قرار بدید نه برای این که تایپ بدنی خاصی داشته باشید بلکه انرژی بالا داشته باشید و از زندگیتون بهتر لذت ببرید و به حرف مدیا که داره سعی میکنه زندگی ناسالم (چاقی مفرط یا لاغری مفرط) رو نرمال کنه رو گوش ندید!,3,Neutral
3016,به نظرتون چرا این که اولویت اول کسی نیستم برام انقدر حساسیت زاست؟ (نمیدونم فارسیش چی میشه همون trigger خودمون),3,Neutral
3017,اون فارغ التحصیل شریف و دانش اموخته سمپاد و ... از بایوت بردار ناموسا😂 دیگه ۳۴ سالته و بیکاری و هنوزززز تنها افتخارت همینه😂,0,Happy
3018,شبیهیم؟🔪,3,Neutral
3019,یحتمل اخرین عکسها از تفریحات تابستونی امسال,0,Happy
3020,من خونه نبودم بابام اینو تحویل گرفته. نوشته بی دلیل برای دیدن خندت.کی میتونه باشه یعنی؟,3,Neutral
3021,من دیشب تو خوابم داشتم با یکی لاس میزدم(در واقع بهتره بگم راه لاس زدن یکیو بلاک نمیکردم) و از خواب با حس شدید عذاب وجدان پاشدم! خاک برسر متعهدم کنن. تموم شده اون رابطه کوفتی بازم دلم نمیاد تو خوابم بهش خیانت کنم. حالا معلوم نیست اون الان چه غلطی داره میکنه ها🤣🤣🤣🤣,0,Happy
3022,مامانم گفت وقتی برادرمو میبره کلاس فوتبال یه اقای میانسال که حتی پارکبان نیست تا میبینه مامانم داره میاد از دور میدوعه سمت ماشین جا پارک پیدا میکنه برامون که سریع پارک کنیم و بهش یه پولی بدیم. میگفت وقتی لباس تنشو میدیدم از خودم خجالت میکشیدم ولی حیف کاری جز‌ یه کمک کوچک برنمیاد,1,Sad
3023,تجلی این جمله که ادمها تا از دستت ندن قدرتو نمیدونن رو تو تک تک اکسهام دیدم :)) همشون تهش خواستن برگردن و گفتن قبول دارن اشتباه کردن.,3,Neutral
3024,غذای ایرانی هم بلدم,3,Neutral
3025,کار ریموت اینجوریه که صبح از حموم میای با روب میشینی پای میتینگات,3,Neutral
3026,سلام از ویکتوریا🥰,0,Happy
3027,دانشگاه شریف عامل ۸۰٪ مشکلات امروز من هست. اون ۲۰٪ دیگه هم چیزی هست که باعث شد برم شریف.,1,Sad
3028,تنها نکته مثبت امروز این ته چین بود🥹♥️,4,Intense Emotions
3029,"هر دهه هفتادی، یدونه از اینا حداقل دارن",3,Neutral
3030,ترم آخرته دیگه؟ اره دارم دفاع میکنم. ترم دیگه تو دانشگاه:,3,Neutral
3031,از حبیب یاد گرفتم وقتی دختری اومد سمتم و سوال ازم پرسید بگم چرا من؟,3,Neutral
3032,وضعیت:😐,2,Angry
3033,"آقا علیرضا میشه یکبار دیگه هم توییت زدن هاتو ببینیم؟ دلمون برات تنگ میشه، ان شاالله امشب مهمون حضرت علی اکبر باشی. فاتحه ایی برای این عزیز و خانواده محترمشون لطفا بخونید.",1,Sad
3034,چیشد اومدی جهنم؟ به اگهی های سگ های گم شده زنگ میزدم و پشت تلفن واق واق می کردم.,3,Neutral
3035,هزار جان گرامی فقط فدای علی,3,Neutral
3036,بیست ساله منتظرم یه شب به خوابم بیاد,3,Neutral
3037,خواستم بنویسم اخرین امتحان کارشناسی منتها امتحان امروز همه چی رو عوض کرد.,3,Neutral
3038,"صدای یه سری بچه که با سنگ دروازه ساختن، توپ پلاستیکی رو دولایه کردن و دارن بازی میکنن.",3,Neutral
3039,خواستم همینجوری توییت زده باشم بگم عکسمو عوض کردم.,3,Neutral
3040,آسمون چه جالب شده,0,Happy
3041,تصمیم به کنار گذاشتن یه سری ادما تو زندگیت هرچند سخته اما عاقلانه ترین کار ممکنه,1,Sad
3042,من هنوز منتظرم htc یه بار دیگه گوشی معرفی کنه,3,Neutral
3043,چی بنویسم که حق مطلب ادا شه؟😔😔,1,Sad
3044,الان وقتشه زنگ خونه رو بزنن بگن میای تو کوچه بازی؟ بعد یه ربع مذاکره کنم تا اجازه بگیرم و تا شب فوتبال بازی کنم.,3,Neutral
3045,بعد از اینکه دیدم لاتاری قبول نشدم: سفر چرا؟ بمان و پس بگیر.,3,Neutral
3046,میدونستین اگه ماهیا به سفره ماهی توهین کنن چی میشه؟ برکت از خونشون میره.,3,Neutral
3047,"شب اول مافیا تو رو بین جمع ۱۶ نفره بزنن، حقا که فشار داره",3,Neutral
3048,مثلا زندگی بعدی اسپانیا به دنیا بیام و برم اکادمی فوتبال رئال,3,Neutral
3049,"با مورچه های خونه توافق کردم اشغالا رو اونا جمع کنن دم لونه شون، یه بخشیشو جارو کنم یه بخشیشم اونا ذخیره کنن برای لونه",3,Neutral
3050,"با طرف سرشاخ شدم گفت بیا پایین، اول لاتیشو پر کردم گفتم میام. دیدم هیکل طرف سه برابر منه، یه یاعلی گفتم پیچیدم به بازی.",3,Neutral
3051,از این کلیپ های اینستا که دختره دوربینو میذاره بعد میاد عقب یهو به یکی میخوره یه زندگی رو باهم شروع می کنن کجاست پس؟ چرا ما نمی بینیم.,3,Neutral
3052,"پارسال همین موقع ها که از هیات برمیگشتیم، زنگ زدن گفتن ننه رفت. زنی که ۲۰ سال هر روز برای داغ جوونش گریه می کرد. امیدوارم خدا هیچ خانواده ایی رو با داغ جوون امتحان نکنه.",1,Sad
3053,"هم اکنون گروه های خانوادگی: به دلیل استقبال بی نظیر شما روزه داران عزیز، ماه رمضان تا یکماه دیگر تمدید گردید.",3,Neutral
3054,نمیدونم چرا لذت داره که اون یدونه رو تو لایک کنی تا رُند شه 😐,3,Neutral
3055,از اسفند 98 خیلی چیزای خوب از مون گرفته شد یا دیگه رنگ و بوی قبلش رو نداره یکیش هم جمع شدن کنار رفقا و دوستان به بهونه تولدمون بود...,1,Sad
3056,"نمیدانستم، نمیدانم و نخواهم دانست.",1,Sad
3057,خدا رفیق لوس نصیبتون نکنه!,1,Sad
3058,"طرف از بغل زد بهم، پیاده شد غر زد که حواست کجاست بعد دید مقصره، سوار شد رفت.",1,Sad
3059,به راهکارای درمان الزایمر نیاز دارم.,3,Neutral
3060,پلیس بعد برگشتن از هیات ازم تست الکل گرفت😐,3,Neutral
3061,"حیف که دیگه اینا کنار هم نیستن انتقام امشب رو بگیرن، هرچند هشتا گل دیگه واقعا قفله 😂😂😂",0,Happy
3062,یه سری حرفا هم هست که دوست داری توییت کنی ولی نمیشه,1,Sad
3063,"۲۴ ساعت برای شبانه روز خیلی کمه، من تازه ۲۳ ساعت از روز که میگذره شروع میکنم کارامو انجام دادن.",1,Sad
3064,چرا یه پشه رو میکشی مابقیشون نمی ترسن فرار کنن؟,3,Neutral
3065,کجا رو‌ میشناسید استیک خوب بفروشه بریم بو کنیم؟,0,Happy
3066,مثلا من که روزه میگیرم می تونم ماسک بزنم بوی دهنم کسی رو اذیت نکنه.,3,Neutral
3067,من الان سر این کلاس چرا نشستم؟,3,Neutral
3068,"واسه خیلیا کری خوندم، خدایا ضایعمون نکن امشب.",1,Sad
3069,دلار ۶۰ تومن؟  مهم نیست تنگه هرمزو ببندید,3,Neutral
3070,"خیلی قفلم، تو رکود دست و پا میزنم.",3,Neutral
3071,"یه برنامه سفر به افریقا هست خیلی دلم می خواد برم ولی پولشو ندارم، نمیدونم شاید رفتم.",4,Intense Emotions
3072,"هزارتا از این لایحه ها بنویسید و تصویب هم بکنید، شرایط کشور به قبل شهریور ۱۴۰۱ دیگه برنمیگرده.",3,Neutral
3073,"نظریه‌ی نامحبوب: مافیا جزو چرت‌ترین، بی‌خودترین و وقت‌هدر‌کن‌ترین بازی‌های دنیاست.",1,Sad
3074,"خدا رو شکر می‌کنم بابت خلق شدن سریال‌ها، کتاب‌ها و موسیقی‌ها.",4,Intense Emotions
3075,به داستان محجبه شدنم هم فکر کردم و سال نودوپنج اینطوری بودم که یعنی چی این بلاتکلیفی که نصف موهام بیرونه نصف دیگه‌ش نیست؟ و نتیجه گرفتم کلش رو بکنم تو. آدم عجیبی‌ام.,1,Sad
3076,حالا همه قربون صدقه‌ی ایشون زیر توییت رفتن ولی اگر کسی با ظاهر من همین رو توییت می‌کرد برای همین‌ها می‌شد آقازاده‌ی عباپوشِ آیفون به‌دستِ منطقه‌ی یک‌نشینی که محرم‌ها چیذر می‌ره و تفریحات زمستونیش اسکی روی یخ‌های خیابون دزاشیبه.,1,Sad
3077,"هر زوجی این‌جا ازدواج می‌کنند، من رو بلاک می‌کنن؛ چه زنه و چه شوهره. مهریه‌تون رو می‌خوام بالا بکشم، قصد کردم شب‌ها بیام وسطتون بخوابم، خواهرشوهر/باجناقتون رو به جونتون انداختم، چی شده دقیقاً و چتونه. آروم بگیرید.",1,Sad
3078,"در راستای امشب و عید غدیر هم خواستم عرض کنم که همانندِ قدیم، فقط ""حیدر"" امیرالمومنین است؛ نه معاویه و یزید و سید علی‌های شما.",3,Neutral
3079,با اولین حقوقتون به عنوانِ جایزه برای خودتون چی گرفتید؟!,3,Neutral
3080,"امروز با پراید رفتیم دم یه بوم گردی نزدیک سبزه میدون اصفهان و بنا بود ۳۳ میلیارد قرارداد ببندیم برای خریدش، متاسفانه لغو شد.",1,Sad
3081,جمع بندی حسابان و هندسه کنکور 🤣🤣,0,Happy
3082,ویزا گرفتن مصر برای ایرانی‌ها آزاد شد؟ چه‌قدر عالی و خوب. یک کشور دیگه به لیست کشورهایی که پول ندارم برم اضافه شد.,0,Happy
3083,میخواید لاغر شدید فقط باید غصه بخورید. غصه و درد زیاد. همه رژیما کشکه,1,Sad
3084,"خطابی از طرف من و تمام کسانی که رند ۹ هستند، به بقیه دانشجویان عزیز: بشقابشم براتون نمیذاریم.",0,Happy
3085,میشه منم از استخر بیام بیرون وسطش ؟ =),0,Happy
3086,"باورتون می‌شه که یه سخنران کسشری توی صحن انقلاب گفت: «ما شیعیان دوازده امام نداریم، سیزدهمین امام ما حضرت روحِ خدا خمینی‌ست»؟ باورتون شه چون گفت. کاش این افراطی‌های جمهوری اسلامی یه حرم امام رضا رو برای ما به گند نکشن.",2,Angry
3087,Persians🤓🤣🤣🤣🤣حتما این سریال رو ببینید,0,Happy
3088,موافقانِ فصلی کردن حجاب یه یاعلی بگن این پویش رو راه بندازیم.,0,Happy
3089,"ببخشید که بنده هم محجبه‌ام و هم دربرابر ظلم و این حکومت ایستادم. تفهیم تفاوت بین دو مسئله‌ی واضحی که ربطشون به هم‌دیگه صفر از دهه، دیگه به من و امثال من مربوط نیست.",1,Sad
3090,داش داری آلبوم میدی یا داری ریاضی تدریس میکنی؟🤣,0,Happy
3091,"خمینی ای امام، پولم شده تمام.",3,Neutral
3092,"اگه انرژی گرفتین، برید hello world تون رو پرینت کنین دو چندان بشه انرژی‌تون🤣😉",0,Happy
3093,امشب به قطعیت رسیدم که تا الان زندگی نکردم بلکه زندگی منو …,1,Sad
3094,بچه ها برادر یکی از دوستای من رو ۵۷ روزه گرفتن و هیچ جا ازش حرفی زده نشده. لطفا کمک کنید صداش باشیم تا ازادش کنن.  #محمدپارسا_قاسمی_راد #مهسا_امینی,1,Sad
3095,این بود زندگی؟ اره همین بود,3,Neutral
3096,دوش اب داغ. گواشا و روتین پوستی شبانه.🧘🏻‍♀️,3,Neutral
3097,واقعا فوق العاده ترین چیزی بود که امروز دیدم.,0,Happy
3098,چقدر همه چی خوبه.,0,Happy
3099,"اون زیتونی که خدا تو قرآن ازش نام برده، احتمالا همینه.",3,Neutral
3100,من امروز به این نتیجه رسیدم که عاشق شدم.,4,Intense Emotions
3101,ویکند وایب منفی ۳۰ که فقط باید موند خونه :)),0,Happy
3102,چون از قبل مادربزرگم اینا اومده بودن امادگیشو داشتم :)) ولی گذاشته بودم کنار چون خودم استفاده نمیکردم.,0,Happy
3103,"خدا هر ۵ آیه یکبار تو قرآن: حالا بندگی من رو نکن، من ضرر میکنم یا تو",1,Sad
3104,"ازمایشو که اصلا نفهمیدیم، دستگاه هم خراب بود درست داده نمیداد بعد باید یازده صفحه گزارش بنویسیم.",1,Sad
3105,"پس از تحمل آن همه درد، کسی که به مقصد می‌رسد دیگر همانی نیست که به راه افتاده بود.",1,Sad
3106,"اگر قراره گریه های زلاتان انقدر غم انگیز باشه برامون، گریه های این دوتا موقع خداحافظی می خواد چیکار کنه؟",1,Sad
3107,اگر میلان امسال بره فینال به قید قرعه به دو نفری که لایک کنن شیرینی میدم.,0,Happy
3108,اومدم سفر. منتظر باشید سرویس کنم با عکس🤣,0,Happy
3109,به فاصله ۵ دقیقه:,3,Neutral
3110,وقتی می‌فهمم که تی‌ایِ کسی شدم که ترم قبل تی‌ایِ خودم بود=)))),0,Happy
3111,مثلثی که از نیمار-مسی-امباپه هم خطرناک‌تره :))))),0,Happy
3112,منو از اسپویل می‌ترسونین؟ من قبل از اینکه فیلم و سریالی رو شروع کنم میرم اول تو اینترنت داستان کامل و نقداشو می‌خونم بعد میرم سرش تباها.,2,Angry
3113,یه زمانی همه این کارت ها زندگیمون بود می آوردیمش تو بازی یا دو برابر میشد یا همشو از دست میدادیم. واقعا دلم براشون تنگ شده 😭😭😭😭,1,Sad
3114,این کاربر گواهینامه شو گرفت😍,0,Happy
3115,حتما باید میگفت شریفیه. اگر نمیگفت نمیشد🤣🤣🤣,0,Happy
3116,نتیجه‌ی اون بگایی شد این‌ها: ۲۳ بهمن ماهِ ۰۱.,2,Angry
3117,یکی از دلایل علاقه من به این فصل👀,0,Happy
3118,"ما که اینجا موندنی شدیم. هر کی که اونوره، به جای ما هم زندگی کنه.",1,Sad
3119,"خانواده‌های ایرانی اینطورین که تو توی یکی از بهترین دانشگاه‌های دولتی مملکت درس خوندی، از لحاظ مالی خرج‌ت رو ازشون جدا کردی و مستقلی، همچنان داری برای جایگاه تحصیلیت توی زندگیت تلاش می‌کنی، روی مهارت‌هات وقت می‌ذاری و براشون کلاس می‌ری؛ ولی تا شوهر نکنی انگار هیچ گهی نخوردی.",2,Angry
3120,در ستایش گفت‌وگو فقط ایشون و تیمشون.,4,Intense Emotions
3121,واقعا دیگه چرا میان تیک تاک خدایی این بسیجیا؟؟ هی میان اخوند اخوند میکنن برای ما؟,2,Angry
3122,کاش تمامی بابونه‌های دنیا متعلق به من بودند.,4,Intense Emotions
3123,"هرنفسی که در تهران فرو می‌رود، به لطف مسئولین، مخل حیات است.",1,Sad
3124,شنیده میشیم.  #مهسا_امینی 🖤,1,Sad
3125,خودِ ما بود.,3,Neutral
3126,حاصل خوش گذرونی امروز✨ (قبل ادیتی که برای اینستا میخوام بکنم🤣),0,Happy
3127,اینم از نتیجه🎉,0,Happy
3128,دیگه گفتید بدون فیلتر اینستا قشنگترم پررو شدم خوشم اومده هرروز دیگه عکس بدون فیلتر میذارم🤣,0,Happy
3129,بعد ۱ سالو هفت ماه دیدمشون♥️🥺🥺🥺♥️ امیدوارم هرکدوم از خانواده دورید زودتر جمع شید♥️,4,Intense Emotions
3130,به ته هرچی میرسیم هست یه دری قفل,3,Neutral
